1	2	3	4
244209.6	121513.8	122695.7
9.3	50557.8	47931.4
96738.3	48588.0	48150.3
18997.5	9367.4	9630.1
24512.9	12168.9	12344.0
10111.6	4858.8	5252.8
8185.6	4114.7	4070.9
14401.3	7397.6	7003.7
10943.2	5427.9	5515.4
72137.9	36069.0	36069.0
21011.0	10899.5	10111.6
48194.1	22411.8	25782.3
36944.4	18647.3	18297.1
62682.9	31604.1	31078.8
62332.8	30991.3	31341.5
30378.5	16020.9	14357.5
17027.7	8141.8	8885.9
94768.5	46486.9	48281.6
34493.1	19085.0	15408.1
60844.5	30641.1	30203.4
18953.7	8885.9	10067.8
32392.0	17465.4	14926.6
99627.3	50689.1	48938.2
8010.5	4246.0	3764.5
54497.4	27314.4	27183.0
181482.9	90478.8	91004.1
7791.6	3852.0	3939.6
9279.9	4727.5	4552.4
5865.6	2626.4	3239.2
14357.5	7047.5	7310.1
38870.4	20223.1	18647.3
19785.4	9717.6	10067.8
109432.5	54453.6	54978.9
15320.6	7922.9	7397.6
53446.8	28321.1	25125.7
45742.8	21799.0	23943.8
17246.6	7616.5	9630.1
44779.8	22849.5	21930.3
131319.0	66359.9	64959.1
9673.8	4771.3	4902.6
32392.0	16852.6	15539.4
34142.9	17202.8	16940.2
127248.1	66141.0	61107.1
100502.8	48894.4	51608.4
120025.6	60800.7	59224.9
9630.1	4990.1	4639.9
63295.8	31691.7	31604.1
45480.1	22324.2	23155.9
59268.6	30466.0	28802.6
16108.5	8360.6	7747.8
65440.6	32348.2	33092.4
81330.2	41715.7	39614.6
34142.9	17027.7	17115.2
8579.5	4377.3	4202.2
222366.8	109476.3	112890.6
35587.4	16633.7	18953.7
5252.8	2320.0	2932.8
57692.8	28627.5	29065.3
15014.1	7966.7	7047.5
20485.8	9192.3	11293.4
4858.8	2538.8	2320.0
9848.9	4990.1	4858.8
68679.8	34318.0	34361.8
78922.7	39833.4	39089.3
24600.4	12737.9	11862.5
65572.0	32654.7	32917.3
55679.3	28102.3	27577.0
24206.5	12081.3	12125.1
46355.6	22411.8	23943.8
172509.4	85970.2	86539.2
6741.0	3633.2	3107.9
29546.8	15014.1	14532.6
25519.7	13131.9	12387.8
6390.9	3283.0	3107.9
16808.8	8710.8	8098.0
105492.9	53009.1	52483.8
4552.4	2451.3	2101.1
25038.2	12475.3	12562.9
63821.0	31910.5	31910.5
59400.0	29590.5	29809.4
5821.8	2889.0	2932.8
81636.6	42065.9	39570.8
10505.5	4990.1	5515.4
31210.1	15758.3	15451.9
12256.4	6259.5	5996.9
82424.6	40971.5	41453.0
17159.0	7879.1	9279.9
6040.7	3239.2	2801.5
62157.7	30597.3	31560.3
26745.3	13263.2	13482.1
46618.2	23418.6	23199.7
68023.2	33836.5	34186.7
11074.6	5515.4	5559.2
18778.6	9542.5	9236.1
30072.1	15583.2	14488.9
18472.2	8754.6	9717.6
15670.7	7791.6	7879.1
39570.8	19172.6	20398.2
13876.0	6347.1	7529.0
7879.1	3939.6	3939.6
80411.0	41978.3	38432.7
55416.6	27708.3	27708.3
35806.3	18647.3	17159.0
13000.6	6741.0	6259.5
10549.3	5559.2	4990.1
44342.0	22368.0	21974.0
28977.7	14795.3	14182.5
82118.1	43028.9	39089.3
22980.8	10418.0	12562.9
6697.3	3764.5	2932.8
18691.1	8798.4	9892.7
45655.2	23943.8	21711.4
126153.8	62945.6	63208.2
13963.6	7178.8	6784.8
57123.8	28671.3	28452.5
71481.3	36244.0	35237.3
131056.4	65703.3	65353.1
45305.1	22937.1	22368.0
23418.6	11950.0	11468.5
66316.1	34055.4	32260.7
64565.2	31647.9	32917.3
74020.1	34887.1	39133.1
75596.0	38607.8	36988.2
36856.9	18209.6	18647.3
7485.2	3720.7	3764.5
49419.7	25169.5	24250.2
24863.1	12913.0	11950.0
103960.9	51564.6	52396.3
8798.4	4508.6	4289.8
10855.7	5778.0	5077.7
23155.9	11643.6	11512.3
8710.8	4114.7	4596.2
49551.0	24118.9	25432.1
73626.2	36944.4	36681.8
9148.6	5121.4	4027.1
25782.3	13088.1	12694.2
8579.5	4639.9	3939.6
27051.7	13876.0	13175.7
114816.6	57080.0	57736.6
47318.6	23068.4	24250.2
10899.5	5165.2	5734.3
92623.7	47931.4	44692.2
46268.1	23681.2	22586.9
8448.2	4158.4	4289.8
121382.5	60581.8	60800.7
39176.8	20048.0	19128.8
29678.1	15145.5	14532.6
41847.0	20442.0	21405.0
30509.8	15189.2	15320.6
11774.9	6215.8	5559.2
30816.2	15057.9	15758.3
102954.1	50295.2	52658.9
